Indicator,Value,Year,Footnote,Source,Economy,Country Code,Region,Theme,Definition,Unit
"Labor Force Participation Rate, Female",71.11393,2007,NULL,International Labor Organization,Papua New Guinea,PNG,The Pacific,People,Percentage of the female labor force to the working-age population.,percent
"Labor Force Participation Rate, Female",70.92567,2008,NULL,International Labor Organization,Papua New Guinea,PNG,The Pacific,People,Percentage of the female labor force to the working-age population.,percent
"Labor Force Participation Rate, Female",70.78207,2009,NULL,International Labor Organization,Papua New Guinea,PNG,The Pacific,People,Percentage of the female labor force to the working-age population.,percent
"Labor Force Participation Rate, Female",70.52383,2010,NULL,International Labor Organization,Papua New Guinea,PNG,The Pacific,People,Percentage of the female labor force to the working-age population.,percent
"Labor Force Participation Rate, Female",70.2099,2011,NULL,International Labor Organization,Papua New Guinea,PNG,The Pacific,People,Percentage of the female labor force to the working-age population.,percent
"Labor Force Participation Rate, Female",69.93317,2012,NULL,International Labor Organization,Papua New Guinea,PNG,The Pacific,People,Percentage of the female labor force to the working-age population.,percent
"Labor Force Participation Rate, Female",69.76595,2013,NULL,International Labor Organization,Papua New Guinea,PNG,The Pacific,People,Percentage of the female labor force to the working-age population.,percent
"Labor Force Participation Rate, Female",69.5857,2014,NULL,International Labor Organization,Papua New Guinea,PNG,The Pacific,People,Percentage of the female labor force to the working-age population.,percent
"Labor Force Participation Rate, Female",69.59939,2015,NULL,International Labor Organization,Papua New Guinea,PNG,The Pacific,People,Percentage of the female labor force to the working-age population.,percent
Gross Domestic Product at Current Prices,17985044096,2011,"After 2006, data was taken from the National Budget Report of the Treasury Department.",National Statistical Office,Papua New Guinea,PNG,The Pacific,Economy and Output,Unduplicated market value of the total production activity of all resident producer units within the economic territory of a country during a given period.,US Dollar
Gross Domestic Product at Current Prices,21295323111,2012,"After 2006, data was taken from the National Budget Report of the Treasury Department.",National Statistical Office,Papua New Guinea,PNG,The Pacific,Economy and Output,Unduplicated market value of the total production activity of all resident producer units within the economic territory of a country during a given period.,US Dollar
Gross Domestic Product at Current Prices,21261210687,2013,"After 2006, data was taken from the National Budget Report of the Treasury Department.",National Statistical Office,Papua New Guinea,PNG,The Pacific,Economy and Output,Unduplicated market value of the total production activity of all resident producer units within the economic territory of a country during a given period.,US Dollar
Gross Domestic Product at Current Prices,23003668659,2014,"After 2006, data was taken from the National Budget Report of the Treasury Department.",National Statistical Office,Papua New Guinea,PNG,The Pacific,Economy and Output,Unduplicated market value of the total production activity of all resident producer units within the economic territory of a country during a given period.,US Dollar
Agriculture (% of GDP),19.68029,2011,NULL,National Statistical Office,Papua New Guinea,PNG,The Pacific,Economy and Output,"Gross output of agriculture less the corresponding value of intermediate consumption, expressed as a percentage of GDP. Agriculture includes hunting, forestry, and fishing.",percent
Agriculture (% of GDP),19.98271,2012,NULL,National Statistical Office,Papua New Guinea,PNG,The Pacific,Economy and Output,"Gross output of agriculture less the corresponding value of intermediate consumption, expressed as a percentage of GDP. Agriculture includes hunting, forestry, and fishing.",percent
Agriculture (% of GDP),20,2013,NULL,National Statistical Office,Papua New Guinea,PNG,The Pacific,Economy and Output,"Gross output of agriculture less the corresponding value of intermediate consumption, expressed as a percentage of GDP. Agriculture includes hunting, forestry, and fishing.",percent
Agriculture (% of GDP),18.80641,2014,NULL,National Statistical Office,Papua New Guinea,PNG,The Pacific,Economy and Output,"Gross output of agriculture less the corresponding value of intermediate consumption, expressed as a percentage of GDP. Agriculture includes hunting, forestry, and fishing.",percent
Industry (% of GDP),36.26499,2006,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Gross output of industry sectors less the corresponding value of intermediate consumption, expressed as a percentage of GDP. Industry sector includes mining, manufacturing, construction, electricity, gas, steam and air conditioning supply.",percent
Industry (% of GDP),35.74929,2007,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Gross output of industry sectors less the corresponding value of intermediate consumption, expressed as a percentage of GDP. Industry sector includes mining, manufacturing, construction, electricity, gas, steam and air conditioning supply.",percent
Industry (% of GDP),35.50554,2008,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Gross output of industry sectors less the corresponding value of intermediate consumption, expressed as a percentage of GDP. Industry sector includes mining, manufacturing, construction, electricity, gas, steam and air conditioning supply.",percent
Industry (% of GDP),30.79384,2009,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Gross output of industry sectors less the corresponding value of intermediate consumption, expressed as a percentage of GDP. Industry sector includes mining, manufacturing, construction, electricity, gas, steam and air conditioning supply.",percent
Industry (% of GDP),34.22433,2010,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Gross output of industry sectors less the corresponding value of intermediate consumption, expressed as a percentage of GDP. Industry sector includes mining, manufacturing, construction, electricity, gas, steam and air conditioning supply.",percent
Industry (% of GDP),32.12019,2011,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Gross output of industry sectors less the corresponding value of intermediate consumption, expressed as a percentage of GDP. Industry sector includes mining, manufacturing, construction, electricity, gas, steam and air conditioning supply.",percent
Industry (% of GDP),28.58845,2012,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Gross output of industry sectors less the corresponding value of intermediate consumption, expressed as a percentage of GDP. Industry sector includes mining, manufacturing, construction, electricity, gas, steam and air conditioning supply.",percent
Industry (% of GDP),27.55957,2013,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Gross output of industry sectors less the corresponding value of intermediate consumption, expressed as a percentage of GDP. Industry sector includes mining, manufacturing, construction, electricity, gas, steam and air conditioning supply.",percent
Industry (% of GDP),33.68629,2014,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Gross output of industry sectors less the corresponding value of intermediate consumption, expressed as a percentage of GDP. Industry sector includes mining, manufacturing, construction, electricity, gas, steam and air conditioning supply.",percent
Services (% of GDP),42.51341,2006,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Gross output of services sectors less the corresponding value of intermediate consumption, expressed as a percentage of GDP. Services includes wholesale and retail trade, transport and storage, accommodation and food service activities, financial and insurance activities, real estate, and professional and technical services.",percent
Services (% of GDP),43.95524,2007,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Gross output of services sectors less the corresponding value of intermediate consumption, expressed as a percentage of GDP. Services includes wholesale and retail trade, transport and storage, accommodation and food service activities, financial and insurance activities, real estate, and professional and technical services.",percent
Services (% of GDP),43.66359,2008,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Gross output of services sectors less the corresponding value of intermediate consumption, expressed as a percentage of GDP. Services includes wholesale and retail trade, transport and storage, accommodation and food service activities, financial and insurance activities, real estate, and professional and technical services.",percent
Services (% of GDP),46.81917,2009,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Gross output of services sectors less the corresponding value of intermediate consumption, expressed as a percentage of GDP. Services includes wholesale and retail trade, transport and storage, accommodation and food service activities, financial and insurance activities, real estate, and professional and technical services.",percent
Services (% of GDP),45.54458,2010,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Gross output of services sectors less the corresponding value of intermediate consumption, expressed as a percentage of GDP. Services includes wholesale and retail trade, transport and storage, accommodation and food service activities, financial and insurance activities, real estate, and professional and technical services.",percent
Services (% of GDP),48.19952,2011,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Gross output of services sectors less the corresponding value of intermediate consumption, expressed as a percentage of GDP. Services includes wholesale and retail trade, transport and storage, accommodation and food service activities, financial and insurance activities, real estate, and professional and technical services.",percent
Services (% of GDP),51.42884,2012,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Gross output of services sectors less the corresponding value of intermediate consumption, expressed as a percentage of GDP. Services includes wholesale and retail trade, transport and storage, accommodation and food service activities, financial and insurance activities, real estate, and professional and technical services.",percent
Services (% of GDP),52.44043,2013,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Gross output of services sectors less the corresponding value of intermediate consumption, expressed as a percentage of GDP. Services includes wholesale and retail trade, transport and storage, accommodation and food service activities, financial and insurance activities, real estate, and professional and technical services.",percent
Services (% of GDP),47.5073,2014,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Gross output of services sectors less the corresponding value of intermediate consumption, expressed as a percentage of GDP. Services includes wholesale and retail trade, transport and storage, accommodation and food service activities, financial and insurance activities, real estate, and professional and technical services.",percent
Agriculture (% change),-1.21935,2007,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Year-on-year percent change at constant prices of the gross output of agriculture less the corresponding value of intermediate consumption. Agriculture includes hunting, forestry, and fishing.",percent
Agriculture (% change),1.34174,2008,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Year-on-year percent change at constant prices of the gross output of agriculture less the corresponding value of intermediate consumption. Agriculture includes hunting, forestry, and fishing.",percent
Agriculture (% change),5.81226,2009,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Year-on-year percent change at constant prices of the gross output of agriculture less the corresponding value of intermediate consumption. Agriculture includes hunting, forestry, and fishing.",percent
Agriculture (% change),2.81532,2010,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Year-on-year percent change at constant prices of the gross output of agriculture less the corresponding value of intermediate consumption. Agriculture includes hunting, forestry, and fishing.",percent
Agriculture (% change),0.85189,2011,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Year-on-year percent change at constant prices of the gross output of agriculture less the corresponding value of intermediate consumption. Agriculture includes hunting, forestry, and fishing.",percent
Agriculture (% change),5.96114,2012,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Year-on-year percent change at constant prices of the gross output of agriculture less the corresponding value of intermediate consumption. Agriculture includes hunting, forestry, and fishing.",percent
Agriculture (% change),4.66917,2013,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Year-on-year percent change at constant prices of the gross output of agriculture less the corresponding value of intermediate consumption. Agriculture includes hunting, forestry, and fishing.",percent
Agriculture (% change),3.2967,2014,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Year-on-year percent change at constant prices of the gross output of agriculture less the corresponding value of intermediate consumption. Agriculture includes hunting, forestry, and fishing.",percent
Industry (% change),10.71322,2007,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Year-on-year percent change at constant prices of the gross output of industry sectors less the corresponding value of intermediate consumption. Industry sector includes mining, manufacturing, construction, electricity, gas, steam and air conditioning supply.",percent
Industry (% change),-3.33333,2008,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Year-on-year percent change at constant prices of the gross output of industry sectors less the corresponding value of intermediate consumption. Industry sector includes mining, manufacturing, construction, electricity, gas, steam and air conditioning supply.",percent
Industry (% change),15.12222,2009,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Year-on-year percent change at constant prices of the gross output of industry sectors less the corresponding value of intermediate consumption. Industry sector includes mining, manufacturing, construction, electricity, gas, steam and air conditioning supply.",percent
Industry (% change),12.00549,2010,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Year-on-year percent change at constant prices of the gross output of industry sectors less the corresponding value of intermediate consumption. Industry sector includes mining, manufacturing, construction, electricity, gas, steam and air conditioning supply.",percent
Industry (% change),-8.44086,2011,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Year-on-year percent change at constant prices of the gross output of industry sectors less the corresponding value of intermediate consumption. Industry sector includes mining, manufacturing, construction, electricity, gas, steam and air conditioning supply.",percent
Industry (% change),-2.20438,2012,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Year-on-year percent change at constant prices of the gross output of industry sectors less the corresponding value of intermediate consumption. Industry sector includes mining, manufacturing, construction, electricity, gas, steam and air conditioning supply.",percent
Industry (% change),1.95621,2013,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Year-on-year percent change at constant prices of the gross output of industry sectors less the corresponding value of intermediate consumption. Industry sector includes mining, manufacturing, construction, electricity, gas, steam and air conditioning supply.",percent
Industry (% change),36.67588,2014,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Year-on-year percent change at constant prices of the gross output of industry sectors less the corresponding value of intermediate consumption. Industry sector includes mining, manufacturing, construction, electricity, gas, steam and air conditioning supply.",percent
Services (% change),16.66211,2007,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Year-on-year percent change at constant prices of the gross output of services sectors less the corresponding value of intermediate consumption. Services includes wholesale and retail trade, transport and storage, accommodation and food service activities, financial and insurance activities, real estate, and professional and technical services.",percent
Services (% change),1.47749,2008,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Year-on-year percent change at constant prices of the gross output of services sectors less the corresponding value of intermediate consumption. Services includes wholesale and retail trade, transport and storage, accommodation and food service activities, financial and insurance activities, real estate, and professional and technical services.",percent
Services (% change),2.57107,2009,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Year-on-year percent change at constant prices of the gross output of services sectors less the corresponding value of intermediate consumption. Services includes wholesale and retail trade, transport and storage, accommodation and food service activities, financial and insurance activities, real estate, and professional and technical services.",percent
Services (% change),12.42044,2010,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Year-on-year percent change at constant prices of the gross output of services sectors less the corresponding value of intermediate consumption. Services includes wholesale and retail trade, transport and storage, accommodation and food service activities, financial and insurance activities, real estate, and professional and technical services.",percent
Services (% change),9.28951,2011,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Year-on-year percent change at constant prices of the gross output of services sectors less the corresponding value of intermediate consumption. Services includes wholesale and retail trade, transport and storage, accommodation and food service activities, financial and insurance activities, real estate, and professional and technical services.",percent
Services (% change),5.95085,2012,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Year-on-year percent change at constant prices of the gross output of services sectors less the corresponding value of intermediate consumption. Services includes wholesale and retail trade, transport and storage, accommodation and food service activities, financial and insurance activities, real estate, and professional and technical services.",percent
Services (% change),4.27953,2013,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Year-on-year percent change at constant prices of the gross output of services sectors less the corresponding value of intermediate consumption. Services includes wholesale and retail trade, transport and storage, accommodation and food service activities, financial and insurance activities, real estate, and professional and technical services.",percent
Services (% change),0.23652,2014,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,"Year-on-year percent change at constant prices of the gross output of services sectors less the corresponding value of intermediate consumption. Services includes wholesale and retail trade, transport and storage, accommodation and food service activities, financial and insurance activities, real estate, and professional and technical services.",percent
GDP per Capita at Current Prices,2748.484079,2013,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,GDP at current prices divided by the midyear population.,US Dollar
GDP per Capita at Current Prices,2884.1427,2014,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,GDP at current prices divided by the midyear population.,US Dollar
GDP per Capita at Current Prices,2791.468067,2015,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,GDP at current prices divided by the midyear population.,US Dollar
"Consumer Price Index, Food",108.4,2015,"Excludes alcoholic beverages, tobacco, and narcotics.",Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,"Money, Finance and Prices","Measures the change over time in the general level of prices of food and non-alcoholic beverage items that households acquire, use or pay for consumption.",index
Consumer price index (capital city),123.225,2015,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,"Money, Finance and Prices",NULL,index
"Consumer price index, country, % change",5.99596,2015,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,"Money, Finance and Prices",Measures changes in prices against a reference period of a basket of goods and services purchased by households.,percent
"Food price index, Country, % Change",4.86094,2015,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,"Money, Finance and Prices","Measures the change over time in the general level of prices of food and non-alcoholic beverage items that households acquire, use or pay for consumption.",percent
GDP Deflator (% change),0.3413,2007,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,A measure of the annual rate of price change in the economy as a whole for the period shown obtained by dividing GDP at current prices by GDP at constant prices.,percent
GDP Deflator (% change),11.66268,2008,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,A measure of the annual rate of price change in the economy as a whole for the period shown obtained by dividing GDP at current prices by GDP at constant prices.,percent
GDP Deflator (% change),3.58559,2013,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,A measure of the annual rate of price change in the economy as a whole for the period shown obtained by dividing GDP at current prices by GDP at constant prices.,percent
GDP Deflator (% change),5.8,2014,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,A measure of the annual rate of price change in the economy as a whole for the period shown obtained by dividing GDP at current prices by GDP at constant prices.,percent
GDP Deflator (% change),5.00945,2015,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,A measure of the annual rate of price change in the economy as a whole for the period shown obtained by dividing GDP at current prices by GDP at constant prices.,percent
Money Supply (M3) (% change),8.02671,2015,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,"Money, Finance and Prices",M3 is M2 plus government and other deposits. Refers to the annual rate of change.,percent
Money Supply (M3) (% of GDP),32.52802,2015,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,"Money, Finance and Prices",M3 is M2 plus government and other deposits. M3 is expressed as a percentage of GDP.,percent
Total Revenue (% of GDP),15.95797,2015,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Government and Governance,"Includes current and capital revenues, expressed as a percentage of GDP.",percent
Tax Revenue (% of GDP),13.8509,2015,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Government and Governance,"Compulsory transfers to the government for public purposes, expressed as a percentage of GDP. Certain compulsory transfers such as fines, penalties, and most social security contributions are excluded.",percent
Total Expenditure (% of GDP),21.2313,2015,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Government and Governance,"Sum of current and capital expenditures, expressed as a percentage of GDP.",percent
Overall Budgetary Surplus/Deficit (% of GDP),-3.98414,2015,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Government and Governance,"Difference between total revenue (including grants) and total expenditure (including net lending), expressed as a percentage of GDP.",percent
External Trade: Exports (fob),8424691429,2015,"From 1995 onward, data are based on balance of payments estimates. Data for 2000 are based on balance of payments estimates.",Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Globalization,"Covers all movable goods, with a few specified exceptions, the ownership of which changes between a resident and a foreigner.",US Dollar
External Trade: Imports,3004576634,2015,"From 1995 onward, data are based on balance of payments estimates. Data for 2000 are based on balance of payments estimates.",Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Globalization,"Covers all movable goods, with a few specified exceptions, the ownership of which changes between a resident and a foreigner.",US Dollar
Trade Balance,5420114795,2015,"From 1995 onward, data are based on balance of payments estimates. Data for 2000 are based on balance of payments estimates.",Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Globalization,Difference between exports and imports of goods and services.,US Dollar
External Trade: Exports (% change),7.74739,2015,Data for 2000 are based on balance of payments estimates.,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Globalization,"Covers all movable goods, with a few specified exceptions, the ownership of which changes between a resident and a foreigner. Refers to the annual rate of change.",percent
External Trade: Imports (% change),-25.68925,2015,Data for 2000 are based on balance of payments estimates.,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Globalization,"Covers all movable goods, with a few specified exceptions, the ownership of which changes between a resident and a foreigner. Refers to the annual rate of change.",percent
"BOP: Goods, Imports (fob)",-2546338500,2015,Follows the IMF Balance of Payment Manual 5 format starting 2002.,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Globalization,"Comprise all transactions between residents of a country and the rest of the world involving a change of ownership from residents to nonresidents of general merchandise, goods sent for processing and repairs, and nonmonetary gold.",US Dollars
Gross Domestic Product (% change),11.09778,2007,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,Annual change in the unduplicated market value of the total production activity of all resident producer units within the economic territory of a country during a given period.,percent
Gross Domestic Product (% change),-0.29428,2008,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,Annual change in the unduplicated market value of the total production activity of all resident producer units within the economic territory of a country during a given period.,percent
Gross Domestic Product (% change),6.79917,2009,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,Annual change in the unduplicated market value of the total production activity of all resident producer units within the economic territory of a country during a given period.,percent
Gross Domestic Product (% change),10.1288,2010,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,Annual change in the unduplicated market value of the total production activity of all resident producer units within the economic territory of a country during a given period.,percent
Gross Domestic Product (% change),1.10735,2011,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,Annual change in the unduplicated market value of the total production activity of all resident producer units within the economic territory of a country during a given period.,percent
Gross Domestic Product (% change),4.65641,2012,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,Annual change in the unduplicated market value of the total production activity of all resident producer units within the economic territory of a country during a given period.,percent
Gross Domestic Product (% change),3.82482,2013,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,Annual change in the unduplicated market value of the total production activity of all resident producer units within the economic territory of a country during a given period.,percent
Gross Domestic Product (% change),12.52488,2014,NULL,ADB Staff Estimate,Papua New Guinea,PNG,The Pacific,Economy and Output,Annual change in the unduplicated market value of the total production activity of all resident producer units within the economic territory of a country during a given period.,percent
Money Supply (M1),5362245950,2015,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,"Money, Finance and Prices",Covers currency holdings by the public (currency in circulation) and demand deposits.,US Dollar
Money supply (M3),7303327000,2015,NULL,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,"Money, Finance and Prices","A measure of the money supply in an economy, with broad coverage (M2) plus government and other deposits.",US Dollar
"Current Transfers, Net",106052500,2015,Follows the IMF Balance of Payment Manual 5 format starting 2002.,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Globalization,"Current transfers include general government (e.g. current international cooperation between different governments, payments of current taxes on income and wealth, etc.), and other transfers (e.g. workers` remittances, premiums-less service charges, and claims on non-life insurance).",US Dollar
Current Transfers: Credit,376396500,2015,Follows the IMF Balance of Payment Manual 5 format starting 2002.,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Globalization,"Current transfers include general government (e.g., current international cooperation between different governments, payments of current taxes on income and wealth, etc.), and other transfers (e.g., workers' remittances, premiums-less service charges, and claims on non-life insurance).",US Dollars
Current Transfers: Debit,-270344000,2015,Follows the IMF Balance of Payment Manual 5 format starting 2002.,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Globalization,"Current transfers include general government (e.g., current international cooperation between different governments, payments of current taxes on income and wealth, etc.), and other transfers (e.g., workers' remittances, premiums-less service charges, and claims on non-life insurance).",US Dollars
Capital Account Balance,719000,2015,Follows the IMF Balance of Payment Manual 5 format starting 2002.,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Globalization,"Covers all transactions that involve the receipt or payment of capital transfers and acquisition or disposal of nonproduced, nonfinancial assets.",US Dollar
Financial Account,-4613104000,2015,Follows the IMF Balance of Payment Manual 5 format starting 2002.,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Globalization,"Covers all transactions associated with changes of ownership in the foreign financial assets and liabilities of an economy. Such changes include the creation and liquidation of claims on, or by, the rest of the world.",US Dollar
"Direct Investment, Net",200960500,2015,"Follows the IMF Balance of Payment Manual 5 format starting 2002. Includes official and private capital flows, unofficial monetary sector transactions, change in offshore accounts balances, and revaluations.",Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Globalization,Covers all transactions between direct investors and direct investment enterprises.,US Dollar
"Portfolio Investment, Net",272860500,2015,Follows the IMF Balance of Payment Manual 5 format starting 2002.,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Globalization,Covers transactions in equity securities and debt securities.,US Dollar
Financial Derivatives,-7910,2015,Follows the IMF Balance of Payment Manual 5 format starting 2002.,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Globalization,"Financial instruments that are linked to a specific financial instrument or indicator or commodity, and through which specific financial risks can be traded in financial markets in their own right.",US Dollar
Other Investment,-5086925000,2015,Follows the IMF Balance of Payment Manual 5 format starting 2002.,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Globalization,"Covers short- and long-term trade credits; loans (including use of Fund credit, loans from the Fund, and loans associated with financial leases); currency and deposits (transferable and other such as savings and term deposits, savings and loan shares, shares in credit unions, etc.); and other accounts receivable and payable.",US Dollar
Net Errors and Omissions,-26962500,2015,Follows the IMF Balance of Payment Manual 5 format starting 2002.,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Globalization,"Data for balance of payments estimates often are derived independently from different sources; as a result, there may be a summary net credit or net debit (i.e., net errors and omissions in the accounts). A separate entry, equal to that amount with the sign reversed, is then made to balance the accounts.",US Dollar
Overall Balance,-270703500,2015,Follows the IMF Balance of Payment Manual 5 format starting 2002.,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Globalization,"Equal to the sum of current and capital and financial account transactions, with the exclusion of transactions in reserve assets and exceptional financing.",US Dollar
Current account balance,4369003500,2015,Follows the IMF Balance of Payment Manual 5 format starting 2002.,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Globalization,"Sum of net exports of goods, services, net income, and net current transfers.",US Dollar
"Balance on goods, net",5838280000,2015,Follows the IMF Balance of Payment Manual 5 format starting 2002.,Bank of Papua New Guinea,Papua New Guinea,PNG,The Pacific,Globalization,Difference between exports and imports of goods.,US Dollar
Days required for business start up,53,2014,NULL,World Bank,Papua New Guinea,PNG,The Pacific,Government and Governance,Number of calendar days needed to complete the procedures to legally operate a business.,days
Days required for business start up,53,2015,NULL,World Bank,Papua New Guinea,PNG,The Pacific,Government and Governance,Number of calendar days needed to complete the procedures to legally operate a business.,days
Formal Cost Required for Business Start-up (% of GNI per capita),19.4,2014,NULL,World Bank,Papua New Guinea,PNG,The Pacific,Government and Governance,Cost to register a business normalized by presenting it as a percentage of GNI per capita. It includes all official fees and fees for legal or professional services if such services are required by law.,percent
Formal Cost Required for Business Start-up (% of GNI per capita),17.3,2015,NULL,World Bank,Papua New Guinea,PNG,The Pacific,Government and Governance,Cost to register a business normalized by presenting it as a percentage of GNI per capita. It includes all official fees and fees for legal or professional services if such services are required by law.,percent
"Land, agriculture (% of land area)",2.62774,2013,NULL,Food and Agriculture Organization,Papua New Guinea,PNG,The Pacific,Environment,"Land area that is arable, under permanent crops, and under permanent meadows and pastures.",percent
"Land, cropped, arable (%)",0.66246,2013,NULL,Food and Agriculture Organization,Papua New Guinea,PNG,The Pacific,Environment,"Land under temporary agricultural crops (multiple-cropped areas are counted only once), temporary meadows for mowing or pasture, land under market and kitchen gardens and land temporarily fallow (less than 5 years).",percent
